Year,State,State_Year,Eligible_Households,Total_HDD,Total_CDD,30NormHDD,LI_Coal_Heaters,LI_NG_Heaters,LI_FO_KE_Heaters,LI_LPG_Heaters,LI_EL_Heaters,LI_Wood_Heaters,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed,Coal_Exp,FO_Exp,EL_Exp,LPG_Exp,KE_Exp,NG_Exp,Total_Exp,Wood_Exp,Coal_Price,FO_Price,EL_Price,LPG_Price,KE_Price,NG_Price,Total_Avg_Price,Wood_Price,Percent_Allocation
2018,MAINE,MAINE 2018,167128,3126,415,8012,673,13089,114503,13478,16194,20366,0.0,32098.0,16623.0,7827.0,1077.0,3192.0,107232.0,20569.0,0.0,634.4,820.6,245.1,26.2,50.2,1864.9,88.4,0.0,19.76,49.36,31.32,24.33,15.74,25.45,7.09,0.010246714
2019,MAINE,MAINE 2019,160941,2890,260,8012,408,13346,104997,13125,17112,18597,0.0,30281.0,16356.0,8124.0,1443.0,3250.0,106253.0,22120.0,0.0,570.1,857.6,235.3,32.8,50.3,1837.5,91.5,0.0,18.83,52.43,28.96,22.72,15.48,25.22,6.82,0.009356204
2006,MARYLAND,MARYLAND 2006,537967,1525,1138,4848,990,231095,83295,17820,148445,19721,94.0,19645.0,91801.0,5406.0,2477.0,73973.0,413143.0,4060.0,0.4,358.0,2613.6,143.9,44.0,1167.2,4339.6,12.5,4.71,18.22,28.47,26.61,17.77,15.78,22.26,7.87,0.026993387
2007,MARYLAND,MARYLAND 2007,541862,1570,1336,4848,990,231095,83295,17820,148445,19721,90.0,19382.0,96201.0,5985.0,1276.0,86557.0,435429.0,4488.0,0.4,394.3,3353.2,170.9,25.3,1266.0,5225.4,15.3,4.6,20.34,34.86,28.55,19.84,14.63,24.74,8.7,0.024207232
2008,MARYLAND,MARYLAND 2008,541862,1794,1099,4848,990,231095,83295,17820,148445,19721,0.0,18972.0,92616.0,7125.0,519.0,84053.0,424491.0,5022.0,0.0,478.3,3756.6,235.2,13.7,1304.6,5809.4,21.0,0.0,25.21,40.56,33.01,26.42,15.52,28.3,10.72,0.026350082
2009,MARYLAND,MARYLAND 2009,571665,1734,1040,4848,990,231095,83295,17820,148445,19721,0.0,19049.0,91935.0,7556.0,660.0,85667.0,425624.0,9983.0,0.0,363.0,4037.2,216.6,13.9,1135.5,5797.5,31.4,0.0,19.06,43.91,28.66,21.0,13.25,27.77,8.05,0.026516028
2010,MARYLAND,MARYLAND 2010,611791,1846,1511,4848,901,233882,75735,18371,203327,5109,0.0,19802.0,98723.0,7754.0,829.0,85993.0,451072.0,10706.0,0.0,446.5,4142.9,252.5,19.8,1042.8,5944.4,39.8,0.0,22.55,41.97,32.57,23.88,12.13,27.36,9.5,0.019652195
2011,MARYLAND,MARYLAND 2011,645736,1494,1416,4848,901,233882,75735,18371,203327,5109,0.0,15492.0,93133.0,7923.0,436.0,79993.0,418905.0,10384.0,0.0,405.4,3634.4,281.8,12.2,941.8,5322.0,46.4,0.0,26.17,39.02,35.57,28.0,11.77,26.47,11.42,0.020802029
2012,MARYLAND,MARYLAND 2012,645736,1690,1341,4848,990,245595,73719,18212,222712,5540,0.0,13321.0,91026.0,5681.0,165.0,73004.0,399741.0,8678.0,0.0,396.4,3424.6,195.7,5.0,856.1,4920.9,43.1,0.0,29.76,37.62,34.45,30.08,11.73,26.37,12.71,0.021966998
2013,MARYLAND,MARYLAND 2013,651176,1779,1175,4848,2201,264629,75182,18019,241037,6552,0.0,15949.0,93654.0,6654.0,179.0,86953.0,428305.0,11323.0,0.0,459.7,3638.1,226.5,5.4,972.6,5357.4,55.1,0.0,28.82,38.85,34.04,30.25,11.19,25.78,12.45,0.023439491
2014,MARYLAND,MARYLAND 2014,652002,1697,1014,4848,797,273850,74343,19447,265001,7162,0.0,18602.0,93788.0,8297.0,339.0,95387.0,439759.0,11459.0,0.0,523.2,3746.1,300.6,10.3,1105.5,5740.2,54.4,0.0,28.12,39.94,36.24,30.42,11.59,25.99,12.14,0.021931646
2015,MARYLAND,MARYLAND 2015,664597,1237,1295,4848,782,274107,72093,17786,272579,8191,0.0,19389.0,93500.0,7606.0,253.0,87475.0,424674.0,5790.0,0.0,381.0,3786.9,224.6,4.3,996.8,5412.5,18.9,0.0,19.65,40.5,29.53,16.97,11.4,25.71,8.37,0.022058133
2016,MARYLAND,MARYLAND 2016,661791,1494,1490,4848,967,273560,67114,17643,276983,9232,0.0,11548.0,93205.0,6354.0,265.0,79917.0,407745.0,4728.0,0.0,195.0,3886.4,181.4,3.6,876.8,5156.4,13.2,0.0,16.89,41.7,28.54,13.53,10.97,26.7,7.15,0.023468437
2017,MARYLAND,MARYLAND 2017,658770,1667,1246,4848,942,277777,222229,18333,276443,9035,0.0,10426.0,88999.0,6277.0,149.0,79376.0,386220.0,4744.0,0.0,195.9,3640.8,200.4,2.5,983.0,5037.4,14.8,0.0,18.79,40.91,31.93,16.92,12.38,26.93,8.0,0.024077443
2018,MARYLAND,MARYLAND 2018,646002,1712,1476,4848,1012,279447,66949,18651,282889,9225,0.0,14502.0,96008.0,7137.0,131.0,90221.0,415530.0,5879.0,0.0,300.0,3741.6,245.9,3.2,1018.6,5329.7,20.3,0.0,20.69,38.97,34.46,24.47,11.29,25.34,8.85,0.024862151
2019,MARYLAND,MARYLAND 2019,624821,1652,1502,4848,1058,275768,64587,18695,281709,9112,0.0,10199.0,93945.0,7303.0,146.0,85554.0,393731.0,5507.0,0.0,219.1,3611.3,223.2,3.3,1027.2,5102.4,18.3,0.0,21.48,38.44,30.57,22.82,12.01,25.6,8.51,0.023709335
2006,MASSACHUSETTS,MASSACHUSETTS 2006,741928,2030,544,6409,455,298065,211520,22030,124235,19513,36.0,90789.0,66959.0,6665.0,1350.0,104894.0,409880.0,3173.0,0.2,1624.8,3257.3,182.0,24.1,1834.6,6935.2,12.1,6.37,17.9,48.65,27.3,17.83,17.49,25.44,6.31,0.031170679
2007,MASSACHUSETTS,MASSACHUSETTS 2007,739325,2268,610,6409,455,298065,211520,22030,124235,19513,58.0,91860.0,68709.0,6891.0,916.0,116997.0,424374.0,3507.0,0.3,1804.2,3268.7,200.7,20.5,1957.2,7266.5,14.8,5.69,19.64,47.57,29.13,22.35,16.73,25.27,6.97,0.030433461
2008,MASSACHUSETTS,MASSACHUSETTS 2008,739325,2370,508,6409,455,298065,211520,22030,124235,19513,0.0,91281.0,67007.0,7375.0,356.0,134537.0,431545.0,3924.0,0.0,2226.6,3448.7,252.6,9.9,2281.8,8239.9,20.4,0.0,24.39,51.47,34.25,27.72,16.96,27.2,8.59,0.032820665
2009,MASSACHUSETTS,MASSACHUSETTS 2009,728137,2368,376,6409,455,298065,211520,22030,124235,19513,0.0,82474.0,66447.0,6893.0,563.0,136952.0,424479.0,10204.0,0.0,1491.9,3286.2,209.6,13.1,1973.3,7014.0,39.9,0.0,18.09,49.46,30.4,23.35,14.41,23.42,6.45,0.033109918
2010,MASSACHUSETTS,MASSACHUSETTS 2010,801021,2304,745,6409,614,348311,215044,19327,144755,4319,0.0,84276.0,73048.0,6470.0,569.0,129812.0,436772.0,10944.0,0.0,1856.0,3124.5,223.2,14.3,1825.0,7093.5,50.5,0.0,22.02,42.77,34.49,25.21,14.06,23.58,7.61,0.037572226
2011,MASSACHUSETTS,MASSACHUSETTS 2011,851512,1863,626,6409,614,348311,215044,19327,144755,4319,0.0,81990.0,69852.0,7641.0,349.0,132932.0,424840.0,10615.0,0.0,2084.9,3003.3,303.0,10.1,1784.5,7244.6,58.9,0.0,25.43,43.0,39.66,28.89,13.42,24.21,9.15,0.037180791
2012,MASSACHUSETTS,MASSACHUSETTS 2012,851512,2106,629,6409,526,345104,211426,16550,142722,5628,0.0,68752.0,69310.0,5978.0,165.0,119220.0,404710.0,8870.0,0.0,1986.6,3029.3,231.2,5.2,1524.4,6831.4,54.8,0.0,28.89,43.71,38.68,31.43,12.79,25.41,10.19,0.037298668
2013,MASSACHUSETTS,MASSACHUSETTS 2013,866450,2374,657,6409,2721,383962,223949,18978,158417,7841,0.0,74087.0,70723.0,7160.0,170.0,120685.0,422121.0,11575.0,0.0,2087.6,3282.1,271.4,5.3,1576.5,7292.9,70.0,0.0,28.18,46.41,37.9,31.38,13.06,26.06,9.98,0.040318107
2014,MASSACHUSETTS,MASSACHUSETTS 2014,859275,2143,451,6409,1003,411304,229492,21694,170934,9425,0.0,84050.0,68483.0,8130.0,297.0,129937.0,438254.0,11714.0,0.0,2308.6,3490.6,334.7,9.4,1840.1,8052.5,69.1,0.0,27.47,50.97,41.17,31.77,14.16,27.02,9.73,0.041377575
2015,MASSACHUSETTS,MASSACHUSETTS 2015,860902,1775,646,6409,1235,421127,223848,22175,179799,10761,0.0,83347.0,68838.0,7602.0,251.0,130373.0,435995.0,10525.0,0.0,1570.9,4000.0,265.4,4.3,1649.1,7532.5,42.8,0.0,18.85,58.11,34.92,17.01,12.65,25.38,6.71,0.043952566
2016,MASSACHUSETTS,MASSACHUSETTS 2016,859731,1947,872,6409,1007,419755,213226,23562,182716,10481,0.0,64658.0,67192.0,7551.0,296.0,115469.0,396565.0,8399.0,0.0,1037.0,3741.9,257.8,4.0,1396.5,6466.4,29.2,0.0,16.04,55.69,34.14,13.56,12.09,24.85,5.73,0.045010421
2017,MASSACHUSETTS,MASSACHUSETTS 2017,856746,2163,605,6409,950,424182,771228,23337,181714,10470,0.0,70691.0,65981.0,8136.0,206.0,124802.0,409449.0,8305.0,0.0,1270.4,3879.1,292.1,3.5,1614.1,7091.4,32.3,0.0,17.97,58.79,35.9,16.96,12.93,25.8,6.41,0.044066715
2018,MASSACHUSETTS,MASSACHUSETTS 2018,849796,2281,781,6409,977,431827,205080,23512,189032,10224,0.0,76683.0,69211.0,8643.0,200.0,134282.0,434024.0,8293.0,0.0,1526.3,4383.4,324.3,4.9,2015.7,8290.3,35.6,0.0,19.9,63.33,37.52,24.5,15.01,28.19,7.09,0.040500877
2019,MASSACHUSETTS,MASSACHUSETTS 2019,824818,2304,587,6409,881,425962,191276,23504,192345,9764,0.0,75793.0,65901.0,10349.0,241.0,139346.0,432949.0,10142.0,0.0,1438.1,4233.1,360.0,5.5,1988.9,8067.6,41.9,0.0,18.97,64.23,34.79,22.88,14.27,27.09,6.82,0.036059047
2006,MICHIGAN,MICHIGAN 2006,1202113,2349,593,6950,325,720640,35360,90315,96680,54608,19.0,8725.0,118131.0,36426.0,866.0,321453.0,791638.0,22526.0,0.1,155.9,3381.9,720.7,17.1,3779.8,8112.1,56.6,4.66,17.87,28.63,19.79,19.69,11.76,16.46,7.96,0.039398428
2007,MICHIGAN,MICHIGAN 2007,1204341,2372,636,6950,325,720640,35360,90315,96680,54608,422.0,7932.0,120669.0,41927.0,541.0,335707.0,813578.0,24897.0,1.8,158.0,3611.8,909.7,12.1,3632.5,8395.0,69.1,4.31,19.92,29.93,21.7,22.33,10.82,16.3,8.79,0.046507281
2008,MICHIGAN,MICHIGAN 2008,1204341,2681,437,6950,325,720640,35360,90315,96680,54608,0.0,6980.0,117023.0,39237.0,278.0,350007.0,807710.0,27861.0,0.0,164.9,3685.4,1009.2,6.5,4077.1,9038.4,95.3,0.0,23.62,31.49,25.72,23.47,11.65,17.3,10.83,0.046203883
2009,MICHIGAN,MICHIGAN 2009,1219874,2561,295,6950,325,720640,35360,90315,96680,54608,0.0,5249.0,112098.0,38121.0,403.0,334202.0,755420.0,18659.0,0.0,84.8,3812.7,895.2,9.6,3686.6,8536.7,48.0,0.0,16.15,34.01,23.48,23.7,11.03,17.21,8.13,0.046451141
2010,MICHIGAN,MICHIGAN 2010,1279202,2561,731,6950,418,898895,30880,105666,126429,25798,0.0,3889.0,118331.0,35102.0,361.0,309303.0,751519.0,20012.0,0.0,79.7,4320.8,804.0,9.1,3445.0,8719.2,60.7,0.0,20.48,36.51,22.9,25.17,11.14,18.42,9.6,0.050404142
2011,MICHIGAN,MICHIGAN 2011,1302893,2219,677,6950,418,898895,30880,105666,126429,25798,0.0,3868.0,118776.0,33289.0,264.0,322392.0,763365.0,19410.0,0.0,105.8,4621.2,837.7,7.5,3329.5,8972.4,70.8,0.0,27.36,38.91,25.16,28.49,10.33,18.51,11.54,0.048191205
2012,MICHIGAN,MICHIGAN 2012,1302893,2407,771,6950,488,916154,26436,96952,130687,32092,0.0,2648.0,117581.0,27103.0,87.0,281450.0,701252.0,16219.0,0.0,72.2,4871.0,628.7,2.6,2753.9,8394.3,65.8,0.0,27.27,41.43,23.2,29.88,9.78,19.34,12.85,0.048627113
2013,MICHIGAN,MICHIGAN 2013,1245264,2702,519,6950,710,952841,25523,100713,143553,38148,0.0,3231.0,116053.0,36867.0,128.0,341223.0,772246.0,21164.0,0.0,91.4,4962.4,831.7,3.9,3038.0,9011.5,84.1,0.0,28.29,42.76,22.56,30.54,8.9,17.87,12.58,0.049659535
2014,MICHIGAN,MICHIGAN 2014,1221328,2604,379,6950,500,968595,22608,101795,146777,42131,0.0,4039.0,114353.0,39531.0,199.0,361293.0,788441.0,21419.0,0.0,110.4,4846.5,1078.5,6.6,3309.5,9434.5,83.0,0.0,27.34,42.38,27.28,32.87,9.16,17.93,12.27,0.046805006
2015,MICHIGAN,MICHIGAN 2015,1200571,1940,492,6950,576,920876,18798,94471,150066,40251,0.0,2947.0,113817.0,32965.0,162.0,322444.0,741963.0,37613.0,0.0,52.8,4810.8,666.5,2.8,2749.6,8382.9,100.5,0.0,17.9,42.27,20.22,16.97,8.53,17.31,8.45,0.045349262
2016,MICHIGAN,MICHIGAN 2016,1180137,2099,761,6950,408,898842,16065,92056,152955,39334,0.0,2652.0,117862.0,34706.0,164.0,306724.0,731441.0,30029.0,0.0,41.1,5258.1,633.9,2.2,2415.0,8418.8,68.5,0.0,15.49,44.61,18.27,13.53,7.87,17.85,7.22,0.04357246
2017,MICHIGAN,MICHIGAN 2017,1198808,2494,538,6950,526,882305,52874,87533,151828,37609,0.0,2495.0,112519.0,34882.0,68.0,312803.0,724515.0,29827.0,0.0,44.0,5078.0,734.0,1.2,2506.9,8440.3,76.2,0.0,17.64,45.13,21.04,16.92,8.01,17.87,8.08,0.041475809
2018,MICHIGAN,MICHIGAN 2018,1178417,2535,762,6950,528,884372,14730,87111,155336,37429,0.0,2755.0,119868.0,42671.0,67.0,342460.0,788230.0,36249.0,0.0,53.0,5426.8,935.2,1.7,2677.8,9197.0,102.4,0.0,19.24,45.27,21.92,26.07,7.82,17.71,8.94,0.040133761
2019,MICHIGAN,MICHIGAN 2019,1150627,2415,550,6950,506,876230,14079,87329,161105,36822,0.0,3070.0,114287.0,43330.0,109.0,351305.0,783997.0,37149.0,0.0,56.5,5273.1,829.9,2.5,2684.6,8947.6,101.0,0.0,18.39,46.14,19.15,22.82,7.64,17.08,8.6,0.04248562
2006,MINNESOTA,MINNESOTA 2006,556785,3061,661,8756,205,253940,39220,54100,83030,36961,145.0,8945.0,74755.0,18798.0,103.0,119109.0,391244.0,9456.0,0.7,156.4,1905.1,338.2,2.0,1367.2,3793.4,23.8,5.15,17.48,25.48,17.99,19.78,11.48,16.87,7.96,0.017823142
2007,MINNESOTA,MINNESOTA 2007,565469,3234,649,8756,205,253940,39220,54100,83030,36961,123.0,8932.0,77267.0,19631.0,63.0,131429.0,413803.0,10451.0,0.6,178.7,2078.5,391.8,1.4,1435.3,4115.3,29.0,4.62,20.01,26.9,19.96,22.43,10.92,17.09,8.79,0.017892763
2008,MINNESOTA,MINNESOTA 2008,565469,3470,438,8756,205,253940,39220,54100,83030,36961,0.0,9888.0,76283.0,20385.0,45.0,142782.0,420462.0,11695.0,0.0,234.5,2176.5,487.8,1.1,1574.8,4514.8,40.0,0.0,23.72,28.53,23.93,23.58,11.03,17.84,10.83,0.01940238
2009,MINNESOTA,MINNESOTA 2009,595269,3282,389,8756,205,253940,39220,54100,83030,36961,0.0,5881.0,75180.0,20651.0,102.0,137340.0,407148.0,14015.0,0.0,96.9,2212.3,405.5,2.4,1198.5,3951.7,36.0,0.0,16.47,29.43,19.63,23.85,8.73,16.22,8.13,0.019165306
2010,MINNESOTA,MINNESOTA 2010,627733,3347,590,8756,356,325403,36273,65855,110269,12999,0.0,6750.0,76650.0,19428.0,113.0,124219.0,400267.0,15031.0,0.0,129.6,2379.1,401.4,2.9,1077.4,4036.0,45.6,0.0,19.2,31.04,20.66,25.38,8.67,17.4,9.6,0.02022816
2011,MINNESOTA,MINNESOTA 2011,650339,2895,590,8756,356,325403,36273,65855,110269,12999,0.0,5697.0,76851.0,19493.0,73.0,126425.0,398746.0,14579.0,0.0,157.2,2469.5,433.7,2.1,1107.7,4223.3,53.1,0.0,27.59,32.13,22.25,28.72,8.76,18.11,11.54,0.020254352
2012,MINNESOTA,MINNESOTA 2012,650339,3271,680,8756,145,349872,30704,64737,118064,15607,0.0,4732.0,75267.0,16933.0,31.0,111168.0,372940.0,12183.0,0.0,130.1,2504.5,323.6,0.9,871.7,3880.3,49.5,0.0,27.5,33.27,19.11,30.13,7.84,18.3,12.85,0.020472596
2013,MINNESOTA,MINNESOTA 2013,629724,3583,576,8756,448,369375,27828,64551,129915,17634,0.0,5569.0,77963.0,19728.0,51.0,143059.0,416410.0,15897.0,0.0,158.8,2698.1,375.6,1.6,1145.8,4443.1,63.2,0.0,28.52,34.61,19.04,30.79,8.01,17.67,12.58,0.018491876
2014,MINNESOTA,MINNESOTA 2014,617387,3368,492,8756,174,376598,27328,66416,143441,18051,0.0,5166.0,77764.0,23479.0,70.0,151404.0,431646.0,16088.0,0.0,142.4,2737.9,604.8,2.3,1450.3,5000.2,62.4,0.0,27.57,35.21,25.76,33.14,9.58,19.01,12.27,0.019212176
2015,MINNESOTA,MINNESOTA 2015,615404,2634,559,8756,179,355732,24218,63982,149258,16508,0.0,4435.0,74088.0,20422.0,48.0,122089.0,379916.0,17601.0,0.0,80.0,2630.7,335.0,0.8,1033.6,4127.2,47.0,0.0,18.05,35.51,16.4,17.11,8.47,18.21,8.45,0.0182671
2016,MINNESOTA,MINNESOTA 2016,623763,2776,565,8756,126,346132,21171,60939,154933,14988,0.0,4556.0,74395.0,20280.0,73.0,121709.0,375714.0,14726.0,0.0,71.2,2762.8,280.9,1.0,942.0,4091.4,33.6,0.0,15.62,37.14,13.85,13.64,7.74,18.13,7.22,0.018688557
2017,MINNESOTA,MINNESOTA 2017,628945,3272,478,8756,222,349557,55459,61573,150017,15979,0.0,3613.0,73610.0,24956.0,51.0,127705.0,385787.0,13915.0,0.0,64.3,2814.0,439.1,0.9,1049.4,4403.1,35.5,0.0,17.79,38.23,17.59,17.06,8.22,18.79,8.08,0.020439604
2018,MINNESOTA,MINNESOTA 2018,621641,3409,677,8756,264,354136,19481,63278,155977,16037,0.0,3969.0,77920.0,28094.0,53.0,147880.0,431970.0,18844.0,0.0,77.0,3001.4,506.7,1.5,1228.8,4868.6,53.2,0.0,19.4,38.52,18.04,27.9,8.31,18.45,8.94,0.018874664
2019,MINNESOTA,MINNESOTA 2019,607337,3350,516,8756,233,354113,17313,63119,159052,15876,0.0,3225.0,76047.0,30922.0,80.0,151838.0,418227.0,20944.0,0.0,63.8,2906.6,513.7,1.9,1165.3,4708.2,56.9,0.0,19.79,38.22,16.61,23.01,7.67,17.52,8.6,0.018547774
2006,MISSISSIPPI,MISSISSIPPI 2006,353120,991,2347,2563,40,119795,875,79730,121630,17736,0.0,1.0,62358.0,6289.0,81.0,22005.0,230259.0,4290.0,0.0,0.0,1764.9,151.3,1.4,314.7,2245.6,13.2,0.0,16.45,28.3,24.07,17.4,14.3,24.3,7.87,0.015380635
2007,MISSISSIPPI,MISSISSIPPI 2007,354579,829,2375,2563,40,119795,875,79730,121630,17736,0.0,2.0,63347.0,6321.0,73.0,22872.0,232324.0,4741.0,0.0,0.0,1737.5,163.8,1.1,289.8,2208.5,16.1,0.0,18.0,27.43,25.92,15.8,12.67,23.38,8.7,0.011054836
2008,MISSISSIPPI,MISSISSIPPI 2008,354579,1042,2065,2563,40,119795,875,79730,121630,17736,0.0,2.0,62418.0,7619.0,23.0,24497.0,228469.0,5306.0,0.0,0.0,1901.5,235.4,0.4,332.8,2492.5,22.2,0.0,25.06,30.46,30.9,19.59,13.59,25.79,10.72,0.009435684
2009,MISSISSIPPI,MISSISSIPPI 2009,356209,1074,2126,2563,40,119795,875,79730,121630,17736,0.0,1.0,61741.0,7865.0,75.0,23958.0,221214.0,5512.0,0.0,0.0,1849.9,203.9,1.5,263.6,2336.3,17.4,0.0,14.64,29.96,25.93,19.98,11.0,24.39,8.05,0.009509751
2010,MISSISSIPPI,MISSISSIPPI 2010,350528,1067,2526,2563,114,116134,854,65160,161705,8743,0.0,1.0,68837.0,7743.0,65.0,27683.0,240392.0,5912.0,0.0,0.0,1991.6,212.4,1.4,276.7,2504.1,22.0,0.0,17.78,28.93,27.44,21.17,9.99,23.48,9.5,0.009740891
2011,MISSISSIPPI,MISSISSIPPI 2011,365603,958,2389,2563,114,116134,854,65160,161705,8743,0.0,1.0,65976.0,6679.0,33.0,24704.0,229193.0,5734.0,0.0,0.0,1966.1,209.8,0.9,230.1,2432.5,25.6,0.0,25.59,29.8,31.41,26.15,9.32,24.41,11.42,0.00939977
2012,MISSISSIPPI,MISSISSIPPI 2012,365603,945,2280,2563,172,111940,951,60750,172506,7950,0.0,1.0,61391.0,4800.0,14.0,19876.0,194273.0,4791.0,0.0,0.0,1846.7,138.1,0.4,187.9,2196.9,23.8,0.0,25.5,30.08,28.77,27.37,9.45,24.98,12.71,0.009904143
2013,MISSISSIPPI,MISSISSIPPI 2013,365469,1067,2171,2563,5,106049,991,56268,178843,6494,0.0,1.0,62994.0,5578.0,16.0,25503.0,210980.0,6252.0,0.0,0.0,1989.6,158.8,0.4,226.7,2406.0,30.4,0.0,26.53,31.58,28.47,26.87,8.89,24.92,12.45,0.009545654
2014,MISSISSIPPI,MISSISSIPPI 2014,373710,1011,2109,2563,5,106927,973,52958,195779,7380,0.0,1.0,64562.0,6768.0,28.0,29052.0,217710.0,6327.0,0.0,0.0,2141.3,227.6,0.7,268.8,2668.4,30.0,0.0,25.57,33.17,33.63,26.06,9.25,25.94,12.14,0.009525237
2015,MISSISSIPPI,MISSISSIPPI 2015,370953,585,2429,2563,0,103936,730,50611,202523,6145,0.0,1.0,63330.0,5447.0,11.0,23846.0,196603.0,1395.0,0.0,0.0,2092.2,137.0,0.2,225.5,2459.5,4.6,0.0,16.04,33.04,25.16,17.13,9.46,26.39,8.37,0.008247626
2016,MISSISSIPPI,MISSISSIPPI 2016,367054,709,2611,2563,0,104516,514,48858,212347,5688,0.0,1.0,62982.0,5235.0,17.0,20734.0,187688.0,1271.0,0.0,0.0,1932.0,125.6,0.2,203.1,2264.4,3.6,0.0,13.61,30.67,23.99,13.66,9.79,25.31,7.15,0.009096227
2017,MISSISSIPPI,MISSISSIPPI 2017,360762,915,2274,2563,0,103892,1379,49437,207005,5926,0.0,1.0,59519.0,4819.0,5.0,19094.0,178249.0,792.0,0.0,0.0,1932.7,135.0,0.1,218.2,2288.5,2.5,0.0,15.78,32.47,28.02,17.08,11.43,27.33,8.0,0.009322952
2018,MISSISSIPPI,MISSISSIPPI 2018,354687,960,2396,2563,5,102634,633,47395,211484,5828,0.0,0.0,65888.0,5540.0,8.0,25056.0,200961.0,1471.0,0.0,0.0,2146.5,161.4,0.2,255.0,2568.3,5.1,0.0,17.4,32.58,29.14,24.67,10.18,26.46,8.85,0.009557778
2019,MISSISSIPPI,MISSISSIPPI 2019,342923,929,2461,2563,6,100333,658,44132,208041,5348,0.0,0.0,63865.0,5878.0,8.0,22736.0,195186.0,1573.0,0.0,0.0,2108.8,149.6,0.2,238.2,2502.0,5.2,0.0,16.76,33.02,25.45,23.04,10.48,26.87,8.51,0.009383285
2006,MISSOURI,MISSOURI 2006,701040,1923,1488,5219,55,306070,4220,96585,165175,77666,452.0,876.0,115599.0,15449.0,377.0,97343.0,517972.0,16393.0,0.7,15.1,2519.5,273.4,7.3,1359.4,4216.6,41.2,1.55,17.24,21.8,17.7,19.36,13.96,17.92,7.96,0.024310779
2007,MISSOURI,MISSOURI 2007,694085,1917,1477,5219,55,306070,4220,96585,165175,77666,452.0,827.0,122397.0,17543.0,307.0,103577.0,535671.0,18119.0,1.1,16.0,2758.4,341.3,6.7,1363.5,4537.4,50.3,2.53,19.32,22.54,19.45,21.95,13.16,18.09,8.79,0.024966568
2008,MISSOURI,MISSOURI 2008,694085,2168,1017,5219,55,306070,4220,96585,165175,77666,0.0,593.0,120750.0,22679.0,128.0,114748.0,549275.0,20276.0,0.0,14.0,2831.6,528.1,2.9,1523.4,4969.3,69.4,0.0,23.66,23.45,23.28,23.08,13.28,18.73,10.83,0.023287445
2009,MISSOURI,MISSOURI 2009,644551,2112,919,5219,55,306070,4220,96585,165175,77666,0.0,438.0,116761.0,19513.0,142.0,106904.0,528348.0,26123.0,0.0,7.0,2924.1,367.6,3.3,1340.5,4709.6,67.1,0.0,16.0,25.04,18.84,23.3,12.54,18.69,8.13,0.023088849
2010,MISSOURI,MISSOURI 2010,703763,1988,1470,5219,69,337612,4363,87349,233747,26941,0.0,367.0,127275.0,18676.0,179.0,107960.0,564089.0,28017.0,0.0,7.1,3385.6,380.4,4.4,1252.2,5114.6,85.0,0.0,19.31,26.6,20.37,24.75,11.6,19.42,9.6,0.020141776
2011,MISSOURI,MISSOURI 2011,738106,1824,1484,5219,69,337612,4363,87349,233747,26941,0.0,318.0,122632.0,16512.0,74.0,103380.0,540462.0,27174.0,0.0,8.6,3502.9,355.0,2.1,1232.6,5200.1,99.1,0.0,26.9,28.56,21.5,28.01,11.92,20.68,11.54,0.020114121
2012,MISSOURI,MISSOURI 2012,738106,1922,1572,5219,46,302219,2469,71326,237163,27608,0.0,270.0,117157.0,12726.0,22.0,83790.0,491678.0,22708.0,0.0,7.2,3491.8,244.2,0.7,1018.0,4854.2,92.2,0.0,26.81,29.8,19.19,29.38,12.15,21.95,12.85,0.018290742
2013,MISSOURI,MISSOURI 2013,744678,2226,1191,5219,19,324605,2486,75366,264065,32698,0.0,255.0,120506.0,15101.0,26.0,107949.0,536912.0,29631.0,0.0,7.1,3745.0,288.0,0.8,1158.1,5316.8,117.8,0.0,27.81,31.08,19.07,30.03,10.73,21.0,12.58,0.019632446
2014,MISSOURI,MISSOURI 2014,726878,2098,1150,5219,0,334538,2230,75248,286198,35596,0.0,239.0,122125.0,17048.0,43.0,117054.0,559922.0,29987.0,0.0,6.4,3807.8,419.1,1.4,1251.0,5601.9,116.2,0.0,26.88,31.18,24.58,32.32,10.69,21.06,12.27,0.020213271
2015,MISSOURI,MISSOURI 2015,721486,1551,1254,5219,89,335764,2030,72138,294679,35399,0.0,155.0,115707.0,14312.0,34.0,96343.0,497757.0,18079.0,0.0,2.7,3800.0,234.3,0.6,1107.8,5193.7,48.3,0.0,17.6,32.84,16.37,16.69,11.5,22.36,8.45,0.021397425
2016,MISSOURI,MISSOURI 2016,711241,1665,1479,5219,187,322097,1532,68186,295656,34201,0.0,113.0,117219.0,13903.0,62.0,89275.0,493172.0,15690.0,0.0,1.7,3850.7,194.8,0.8,954.7,5038.6,35.8,0.0,15.23,32.85,14.01,13.3,10.69,22.34,7.22,0.021454343
2017,MISSOURI,MISSOURI 2017,710750,1896,1218,5219,160,322240,5405,68164,291390,34277,0.0,91.0,112770.0,12111.0,25.0,87347.0,470484.0,14392.0,0.0,1.6,3844.0,217.7,0.4,1023.3,5123.7,36.8,0.0,17.35,34.09,17.97,16.64,11.71,23.62,8.08,0.021402921
