Year,State,State_Year,Eligible_Households,Total_HDD,Total_CDD,30NormHDD,LI_Coal_Heaters,LI_NG_Heaters,LI_FO_KE_Heaters,LI_LPG_Heaters,LI_EL_Heaters,LI_Wood_Heaters,Coal_Consumed,FO_Consumed,EL_Consumed,LPG_Consumed,KE_Consumed,NG_Consumed,Total_Energy_Consumed,Wood_Consumed,Coal_Exp,FO_Exp,EL_Exp,LPG_Exp,KE_Exp,NG_Exp,Total_Exp,Wood_Exp,Coal_Price,FO_Price,EL_Price,LPG_Price,KE_Price,NG_Price,Total_Avg_Price,Wood_Price,Percent_Allocation
2019,NEW MEXICO,NEW MEXICO 2019,222855,1856,1067,4837,226,139629,290,17602,45654,21146,0.0,11.0,23446.0,4804.0,0.0,43714.0,132449.0,13060.0,0.0,0.2,859.7,113.8,0.0,271.3,1307.9,63.0,0.0,16.46,36.67,23.69,22.64,6.21,16.88,11.46,0.005952345
2006,NEW YORK,NEW YORK 2006,2163973,1757,752,6116,2425,1051045,602940,80135,243210,82613,313.0,155503.0,165232.0,15958.0,10225.0,364281.0,1110969.0,44668.0,1.5,2877.1,8181.2,392.7,197.1,5471.6,17291.9,170.9,4.76,18.5,49.51,24.61,19.27,15.02,23.41,6.31,0.09313344
2007,NEW YORK,NEW YORK 2007,2114453,1933,795,6116,2425,1051045,602940,80135,243210,82613,330.0,174107.0,171424.0,18326.0,7471.0,409857.0,1181763.0,49369.0,1.6,3515.9,8590.7,489.5,160.4,6296.1,19262.7,208.6,4.76,20.19,50.11,26.71,21.47,15.36,23.74,6.97,0.084910964
2008,NEW YORK,NEW YORK 2008,2114453,2156,695,6116,2425,1051045,602940,80135,243210,82613,0.0,162643.0,167304.0,22605.0,3745.0,402734.0,1151130.0,55247.0,0.0,4047.4,8978.2,707.2,101.4,6614.6,20736.3,287.6,0.0,24.89,53.66,31.28,27.06,16.42,26.17,8.59,0.093183353
2009,NEW YORK,NEW YORK 2009,2146979,2104,521,6116,2425,1051045,602940,80135,243210,82613,0.0,119904.0,164615.0,22815.0,5516.0,413629.0,1077880.0,19343.0,0.0,2270.1,8442.9,647.1,114.9,6093.3,17643.9,75.6,0.0,18.93,51.29,28.36,20.83,14.73,23.9,6.45,0.093926668
2010,NEW YORK,NEW YORK 2010,2279362,2103,905,6116,3558,1053464,689178,66386,240014,27003,0.0,114236.0,173827.0,22205.0,5663.0,399660.0,1090036.0,20746.0,0.0,2500.5,9547.9,667.9,134.6,5482.5,18429.1,95.7,0.0,21.89,54.93,30.08,23.77,13.72,25.31,7.61,0.095204117
2011,NEW YORK,NEW YORK 2011,2387114,1766,779,6116,3558,1053464,689178,66386,240014,27003,0.0,106482.0,174830.0,19767.0,4117.0,404324.0,1070428.0,20121.0,0.0,2750.9,9357.0,667.7,115.8,5399.3,18402.3,111.6,0.0,25.83,53.52,33.78,28.13,13.35,25.5,9.15,0.100181047
2012,NEW YORK,NEW YORK 2012,2387114,1950,838,6116,4955,1108145,661169,62856,242019,31316,0.0,126543.0,172959.0,16826.0,2072.0,369245.0,1018476.0,16814.0,0.0,3633.2,8929.7,530.6,61.4,4639.5,17898.3,103.8,0.0,28.71,51.63,31.54,29.62,12.56,25.65,10.19,0.102274802
2013,NEW YORK,NEW YORK 2013,2388600,2161,758,6116,19967,1208873,663603,67069,259025,35485,0.0,104880.0,173252.0,19400.0,2236.0,430809.0,1068620.0,21940.0,0.0,2965.8,9543.5,606.2,66.4,5200.3,18514.9,132.7,0.0,28.28,55.08,31.25,29.68,12.07,24.89,9.98,0.094450017
2014,NEW YORK,NEW YORK 2014,2360959,2013,598,6116,5664,1296025,654507,71581,279119,38863,0.0,113428.0,170514.0,24824.0,3808.0,473621.0,1120651.0,22204.0,0.0,3129.8,10031.3,856.2,113.7,5747.2,20009.2,131.0,0.0,27.59,58.83,34.49,29.84,12.13,25.02,9.73,0.093178879
2015,NEW YORK,NEW YORK 2015,2366440,1524,807,6116,4990,1307634,623964,74400,295908,40144,0.0,121811.0,174055.0,22466.0,2597.0,466993.0,1136627.0,36979.0,0.0,2348.2,9456.2,618.5,43.2,5064.3,17680.7,150.3,0.0,19.28,54.33,27.53,16.65,10.84,21.82,6.71,0.107916228
2016,NEW YORK,NEW YORK 2016,2357917,1825,971,6116,5076,1301412,583956,77654,306328,38794,0.0,89296.0,173436.0,21238.0,3415.0,425563.0,1053881.0,29581.0,0.0,1479.5,8933.6,574.3,45.3,4471.1,15606.6,102.7,0.0,16.57,51.51,27.04,13.27,10.51,21.35,5.73,0.094770602
2017,NEW YORK,NEW YORK 2017,2370954,2001,716,6116,5051,1301494,1907333,77235,301368,38190,0.0,83584.0,167464.0,21885.0,2280.0,446633.0,1054577.0,28577.0,0.0,1540.7,8849.1,701.5,37.9,5208.1,16448.3,111.0,0.0,18.43,52.84,32.05,16.6,11.66,22.25,6.41,0.095718501
2018,NEW YORK,NEW YORK 2018,2355971,2092,943,6116,4983,1321384,569588,78129,312584,37800,0.0,107668.0,177947.0,27265.0,2132.0,501614.0,1174528.0,34783.0,0.0,2185.4,9658.6,951.1,50.0,6008.0,19002.6,149.5,0.0,20.3,54.28,34.88,23.47,11.98,22.68,7.09,0.091490254
2019,NEW YORK,NEW YORK 2019,2281482,2084,728,6116,5122,1325532,543203,80106,323824,37103,0.0,105675.0,171081.0,28275.0,3266.0,488901.0,1138582.0,35447.0,0.0,2034.7,8995.4,848.3,73.1,5972.3,18070.5,146.6,0.0,19.25,52.58,30.0,22.39,12.22,22.07,6.82,0.085390553
2006,NORTH CAROLINA,NORTH CAROLINA 2006,1012686,1278,1463,3523,180,158935,136520,115240,411325,65657,263.0,11781.0,180329.0,18960.0,6773.0,58471.0,694427.0,13654.0,1.4,201.2,4818.2,420.4,124.4,956.7,6564.3,42.0,5.14,17.08,26.72,22.17,18.37,16.36,23.28,7.87,0.032468151
2007,NORTH CAROLINA,NORTH CAROLINA 2007,1016380,1138,1743,3523,180,158935,136520,115240,411325,65657,114.0,11407.0,191398.0,18419.0,4815.0,60316.0,729378.0,15092.0,0.5,208.5,5271.0,452.7,99.4,916.3,6999.9,51.3,4.63,18.28,27.54,24.58,20.65,15.19,23.94,8.7,0.03185516
2008,NORTH CAROLINA,NORTH CAROLINA 2008,1016380,1394,1546,3523,180,158935,136520,115240,411325,65657,0.0,10536.0,190223.0,24214.0,2468.0,65810.0,738227.0,16888.0,0.0,254.2,5306.2,703.2,56.5,1059.7,7450.5,70.8,0.0,24.13,27.89,29.04,22.89,16.1,24.85,10.72,0.032451406
2009,NORTH CAROLINA,NORTH CAROLINA 2009,1015906,1368,1509,3523,180,158935,136520,115240,411325,65657,0.0,7343.0,192134.0,23207.0,2176.0,67349.0,735649.0,16820.0,0.0,126.2,5627.2,581.6,47.0,935.4,7370.4,52.9,0.0,17.19,29.29,25.06,21.62,13.89,24.67,8.05,0.032608478
2010,NORTH CAROLINA,NORTH CAROLINA 2010,1111955,1573,1946,3523,147,183194,114213,111491,572921,28344,0.0,8222.0,212090.0,24476.0,3132.0,75829.0,809923.0,18040.0,0.0,168.0,6288.5,710.4,75.9,931.5,8241.2,67.0,0.0,20.43,29.65,29.02,24.22,12.28,24.91,9.5,0.02766237
2011,NORTH CAROLINA,NORTH CAROLINA 2011,1196872,1199,1788,3523,147,183194,114213,111491,572921,28344,0.0,5947.0,198087.0,20440.0,1531.0,62479.0,737732.0,17497.0,0.0,161.5,5954.6,674.5,42.0,773.6,7684.4,78.1,0.0,27.17,30.06,33.0,27.44,12.38,26.02,11.42,0.028225596
2012,NORTH CAROLINA,NORTH CAROLINA 2012,1196872,1333,1627,3523,106,176870,92728,97297,615411,28162,0.0,4594.0,186539.0,14762.0,599.0,57319.0,675461.0,14621.0,0.0,123.8,5962.7,452.1,17.6,688.9,7317.7,72.7,0.0,26.95,31.96,30.63,29.34,12.02,27.15,12.71,0.026186766
2013,NORTH CAROLINA,NORTH CAROLINA 2013,1194554,1355,1451,3523,692,189501,91462,102433,690504,31694,0.0,4939.0,191929.0,16176.0,597.0,70640.0,689713.0,19079.0,0.0,138.1,6172.5,496.8,17.4,824.0,7741.7,92.9,0.0,27.95,32.16,30.71,29.17,11.66,26.54,12.45,0.029537973
2014,NORTH CAROLINA,NORTH CAROLINA 2014,1166069,1356,1523,3523,165,201503,88703,103253,762137,33797,0.0,4870.0,200114.0,18800.0,964.0,77048.0,721520.0,19308.0,0.0,131.6,6511.4,636.2,28.5,893.1,8292.4,91.7,0.0,27.02,32.54,33.84,29.53,11.59,26.81,12.14,0.028910825
2015,NORTH CAROLINA,NORTH CAROLINA 2015,1154478,907,1702,3523,193,199451,81817,101112,772732,31909,0.0,9052.0,197560.0,17309.0,850.0,66792.0,689950.0,10164.0,0.0,160.1,6531.8,468.6,14.3,746.5,7954.6,33.2,0.0,17.69,33.06,27.07,16.77,11.18,26.92,8.37,0.028169968
2016,NORTH CAROLINA,NORTH CAROLINA 2016,1140173,1149,1887,3523,395,195204,71210,89903,769979,32225,0.0,7502.0,199455.0,14836.0,1239.0,66775.0,689239.0,8574.0,0.0,114.9,6446.1,381.7,16.6,730.0,7713.2,24.0,0.0,15.31,32.32,25.73,13.37,10.93,26.31,7.15,0.028279518
2017,NORTH CAROLINA,NORTH CAROLINA 2017,1134929,1367,1587,3523,345,188967,161186,90373,754951,31711,0.0,4038.0,191529.0,14227.0,675.0,62080.0,649324.0,7517.0,0.0,70.4,6138.4,417.8,11.3,796.5,7457.9,23.5,0.0,17.44,32.05,29.37,16.72,12.83,27.07,8.0,0.027786101
2018,NORTH CAROLINA,NORTH CAROLINA 2018,1134767,1345,1855,3523,315,185444,64371,85315,768890,30910,0.0,4379.0,210256.0,18709.0,708.0,75414.0,725450.0,10162.0,0.0,83.3,6834.7,579.3,17.1,887.2,8436.8,35.1,0.0,19.02,32.51,30.97,24.15,11.76,26.92,8.85,0.029739668
2019,NORTH CAROLINA,NORTH CAROLINA 2019,1091569,1249,1816,3523,366,181621,59216,81658,774279,29911,0.0,4053.0,204218.0,17644.0,846.0,70083.0,696311.0,8879.0,0.0,74.8,6834.0,508.3,19.1,875.2,8340.9,29.6,0.0,18.45,33.46,28.81,22.56,12.49,27.77,8.51,0.02999695
2006,NORTH DAKOTA,NORTH DAKOTA 2006,70825,3509,579,9447,625,22430,6805,11180,22155,1354,167.0,2679.0,13147.0,5326.0,17.0,10069.0,60253.0,321.0,0.3,46.5,275.0,85.9,0.3,104.2,513.0,0.8,1.73,17.37,20.91,16.13,19.5,10.34,16.28,7.96,0.002094216
2007,NORTH DAKOTA,NORTH DAKOTA 2007,76204,3628,546,9447,625,22430,6805,11180,22155,1354,417.0,2716.0,13878.0,5407.0,13.0,11190.0,64115.0,355.0,0.8,52.9,297.1,96.7,0.3,97.7,546.4,1.0,1.91,19.47,21.41,17.88,22.12,8.73,16.2,8.79,0.002353511
2008,NORTH DAKOTA,NORTH DAKOTA 2008,76204,3872,388,9447,625,22430,6805,11180,22155,1354,0.0,3874.0,14532.0,6344.0,7.0,11983.0,69389.0,398.0,0.0,92.3,320.1,137.1,0.2,118.9,669.9,1.4,0.0,23.84,22.03,21.61,23.25,9.92,18.17,10.83,0.002715441
2009,NORTH DAKOTA,NORTH DAKOTA 2009,78068,3740,358,9447,625,22430,6805,11180,22155,1354,0.0,1845.0,15181.0,6081.0,15.0,12151.0,68578.0,461.0,0.0,29.7,337.3,100.7,0.4,97.4,566.8,1.2,0.0,16.11,22.22,16.57,23.47,8.02,16.0,8.13,0.002727704
2010,NORTH DAKOTA,NORTH DAKOTA 2010,72915,3725,448,9447,481,23122,5012,10447,34275,511,0.0,1473.0,14988.0,5794.0,17.0,11115.0,65622.0,494.0,0.0,28.7,357.1,108.3,0.4,85.1,581.1,1.5,0.0,19.46,23.82,18.69,24.94,7.66,17.32,9.6,0.002457452
2011,NORTH DAKOTA,NORTH DAKOTA 2011,78937,3150,507,9447,481,23122,5012,10447,34275,511,0.0,1114.0,15532.0,6358.0,9.0,11735.0,68235.0,479.0,0.0,30.2,390.8,129.5,0.3,88.6,641.0,1.7,0.0,27.1,25.16,20.36,28.22,7.55,18.37,11.54,0.002562134
2012,NORTH DAKOTA,NORTH DAKOTA 2012,78937,3765,597,9447,557,23445,4726,10244,36601,444,0.0,806.0,15302.0,5130.0,3.0,10218.0,64157.0,400.0,0.0,21.8,406.3,90.0,0.1,71.3,591.1,1.6,0.0,27.01,26.55,17.55,29.6,6.98,18.72,12.85,0.003017935
2013,NORTH DAKOTA,NORTH DAKOTA 2013,78236,3962,514,9447,1220,22617,4001,10728,32850,438,0.0,987.0,17193.0,5739.0,5.0,12917.0,73556.0,522.0,0.0,27.7,459.4,105.4,0.1,89.8,684.4,2.1,0.0,28.02,26.72,18.36,30.25,6.95,18.49,12.58,0.002152147
2014,NORTH DAKOTA,NORTH DAKOTA 2014,82467,3685,421,9447,301,24885,3917,11325,35984,331,0.0,891.0,18280.0,6437.0,7.0,13574.0,78388.0,529.0,0.0,24.1,490.1,154.9,0.2,110.8,782.2,2.0,0.0,27.08,26.81,24.06,32.56,8.16,19.87,12.27,0.002542746
2015,NORTH DAKOTA,NORTH DAKOTA 2015,83100,3085,554,9447,502,25140,3397,10997,35182,326,0.0,742.0,16591.0,5464.0,4.0,11467.0,69941.0,520.0,0.0,13.2,467.9,73.3,0.1,86.0,641.8,1.4,0.0,17.73,28.2,13.42,16.81,7.5,18.64,8.45,0.002512126
2016,NORTH DAKOTA,NORTH DAKOTA 2016,90368,3252,495,9447,607,25308,3495,10919,38826,281,0.0,759.0,16177.0,5193.0,16.0,10941.0,67833.0,639.0,0.0,11.7,481.7,56.6,0.2,72.5,624.2,1.5,0.0,15.35,29.78,10.91,13.4,6.63,18.75,7.22,0.002750531
2017,NORTH DAKOTA,NORTH DAKOTA 2017,91616,3636,488,9447,635,26978,9850,11618,40279,292,0.0,786.0,16542.0,5192.0,6.0,11925.0,69098.0,583.0,0.0,13.7,498.9,78.8,0.1,84.2,677.1,1.5,0.0,17.48,30.16,15.17,16.76,7.06,19.55,8.08,0.003173448
2018,NORTH DAKOTA,NORTH DAKOTA 2018,90255,3866,577,9447,739,27977,3489,11366,43273,376,0.0,741.0,17514.0,6362.0,5.0,13710.0,75629.0,573.0,0.0,14.1,526.1,100.2,0.1,91.3,733.5,1.6,0.0,19.06,30.04,15.75,25.82,6.66,19.05,8.94,0.002843646
2019,NORTH DAKOTA,NORTH DAKOTA 2019,88912,3843,440,9447,566,27894,3265,10821,45580,383,0.0,818.0,17488.0,8217.0,7.0,14481.0,78903.0,576.0,0.0,15.0,528.0,125.6,0.2,91.9,762.2,1.6,0.0,18.35,30.19,15.29,22.61,6.34,18.5,8.6,0.002419167
2006,OHIO,OHIO 2006,1386873,2050,742,5971,1530,783180,53255,69105,256095,47724,238.0,12749.0,175292.0,17748.0,2065.0,282950.0,910059.0,18579.0,0.9,218.5,4800.8,385.7,40.5,3917.8,9410.8,46.7,3.7,17.13,27.39,21.73,19.59,13.85,18.94,7.96,0.049918652
2007,OHIO,OHIO 2007,1376968,2017,970,5971,1530,783180,53255,69105,256095,47724,341.0,14543.0,185530.0,19344.0,1378.0,310730.0,968987.0,20534.0,1.2,277.9,5204.0,459.9,31.6,4035.3,10066.9,57.0,3.63,19.11,28.05,23.78,22.94,12.99,18.7,8.79,0.045117223
2008,OHIO,OHIO 2008,1376968,2313,724,5971,1530,783180,53255,69105,256095,47724,0.0,13291.0,182237.0,20342.0,686.0,318851.0,966677.0,22979.0,0.0,320.6,5371.4,577.5,16.0,4453.9,10818.1,78.6,0.0,24.13,29.48,28.39,23.36,13.97,19.93,10.83,0.047694746
2009,OHIO,OHIO 2009,1347188,2250,623,5971,1530,783180,53255,69105,256095,47724,0.0,10387.0,175394.0,22773.0,1177.0,304547.0,931150.0,21230.0,0.0,169.7,5484.4,569.3,27.8,3708.0,10013.8,54.6,0.0,16.34,31.27,25.0,23.58,12.18,19.22,8.13,0.048030885
2010,OHIO,OHIO 2010,1429091,2352,1033,5971,1634,889268,48470,69271,330059,19942,0.0,9616.0,185867.0,20117.0,975.0,293468.0,955534.0,22770.0,0.0,195.7,6162.0,503.6,24.4,3157.6,10112.4,69.0,0.0,20.36,33.15,25.03,25.05,10.76,19.55,9.6,0.048927402
2011,OHIO,OHIO 2011,1496769,1909,955,5971,1634,889268,48470,69271,330059,19942,0.0,9019.0,183180.0,19536.0,671.0,295097.0,939265.0,22085.0,0.0,245.6,6133.4,573.4,19.0,3084.5,10136.4,80.5,0.0,27.23,33.48,29.35,28.35,10.45,19.7,11.54,0.049413784
2012,OHIO,OHIO 2012,1496769,2144,996,5971,1297,857846,42703,63305,343496,21969,0.0,7387.0,178406.0,15161.0,256.0,259358.0,862710.0,18455.0,0.0,200.5,6148.5,405.3,7.6,2486.1,9322.9,74.9,0.0,27.14,34.46,26.73,29.74,9.59,19.99,12.85,0.046867798
2013,OHIO,OHIO 2013,1465375,2311,820,5971,3959,907581,42700,67506,366837,25409,0.0,7551.0,177963.0,16739.0,249.0,308500.0,912128.0,24081.0,0.0,212.6,6264.3,446.5,7.6,2813.0,9839.8,95.7,0.0,28.15,35.2,26.68,30.4,9.12,18.97,12.58,0.042426597
2014,OHIO,OHIO 2014,1442767,2288,727,5971,1678,947056,43269,68331,390200,28368,0.0,8080.0,180168.0,18258.0,536.0,339908.0,950116.0,24371.0,0.0,220.4,6598.2,563.6,17.6,3257.0,10751.2,94.5,0.0,27.28,36.62,30.87,32.79,9.58,19.38,12.27,0.043675717
2015,OHIO,OHIO 2015,1439003,1630,847,5971,1512,923793,37686,65314,392353,26904,0.0,8181.0,175694.0,16563.0,334.0,305352.0,894252.0,21583.0,0.0,146.1,6590.6,390.9,5.7,2713.3,9904.1,57.7,0.0,17.86,37.51,23.6,16.93,8.89,19.31,8.45,0.03836116
2016,OHIO,OHIO 2016,1432591,1857,1144,5971,1505,902503,34799,61108,398854,25081,0.0,7307.0,179212.0,16879.0,421.0,274895.0,871889.0,18870.0,0.0,112.9,6551.2,398.4,5.7,2310.1,9421.4,43.1,0.0,15.46,36.56,23.6,13.5,8.4,19.44,7.22,0.038499951
2017,OHIO,OHIO 2017,1447973,2192,805,5971,1490,899557,118830,61494,396821,25959,0.0,7714.0,169902.0,17187.0,248.0,277612.0,838537.0,18005.0,0.0,135.8,6287.0,493.4,4.2,2514.6,9480.9,46.0,0.0,17.6,37.0,28.71,16.88,9.06,19.82,8.08,0.039323834
2018,OHIO,OHIO 2018,1417116,2157,1148,5971,1330,905399,34225,59867,406693,25483,0.0,8611.0,185789.0,18907.0,269.0,321297.0,924136.0,21580.0,0.0,165.3,6839.8,552.7,7.0,2741.2,10367.0,61.0,0.0,19.2,36.81,29.23,26.01,8.53,19.14,8.94,0.039435579
2019,OHIO,OHIO 2019,1385849,2016,1012,5971,1324,894926,32686,60056,411764,24686,0.0,8304.0,178195.0,21522.0,284.0,309460.0,875824.0,21259.0,0.0,152.9,6464.5,535.1,6.5,2779.0,9995.8,57.8,0.0,18.42,36.28,24.86,22.77,8.98,19.06,8.6,0.039567532
2006,OKLAHOMA,OKLAHOMA 2006,394757,1413,2311,3752,10,207605,445,47465,103000,24310,6.0,6.0,74008.0,7572.0,49.0,54493.0,293840.0,2815.0,0.0,0.1,1854.3,143.1,1.0,706.6,2713.7,8.7,3.73,17.29,25.06,18.9,19.41,12.97,19.77,7.87,0.012754125
2007,OKLAHOMA,OKLAHOMA 2007,398250,1405,1877,3752,10,207605,445,47465,103000,24310,0.0,174.0,72882.0,9472.0,46.0,61616.0,298363.0,3111.0,0.0,3.4,1833.7,194.1,1.0,721.9,2764.7,10.6,2.94,19.37,25.16,20.49,22.01,11.72,19.01,8.7,0.014522291
2008,OKLAHOMA,OKLAHOMA 2008,398250,1520,1727,3752,10,207605,445,47465,103000,24310,0.0,6.0,74590.0,8187.0,16.0,68531.0,306193.0,3482.0,0.0,0.2,1987.2,196.6,0.4,815.9,3014.9,14.6,0.0,23.72,26.64,24.02,23.14,11.91,19.74,10.72,0.012676315
2009,OKLAHOMA,OKLAHOMA 2009,377165,1624,1678,3752,10,207605,445,47465,103000,24310,0.0,17.0,73839.0,7669.0,25.0,64331.0,298584.0,5503.0,0.0,0.3,1836.9,144.1,0.6,709.5,2708.6,17.3,0.0,16.04,24.88,18.79,23.36,11.03,18.3,8.05,0.012750651
2010,OKLAHOMA,OKLAHOMA 2010,389908,1384,2149,3752,42,209825,1216,37476,136219,9150,0.0,15.0,80826.0,8219.0,27.0,67438.0,327772.0,5902.0,0.0,0.3,2164.3,177.5,0.7,727.6,3092.3,21.9,0.0,19.36,26.78,21.6,24.82,10.79,19.47,9.5,0.012357574
2011,OKLAHOMA,OKLAHOMA 2011,420055,1414,2513,3752,42,209825,1216,37476,136219,9150,0.0,74.0,83338.0,7105.0,18.0,63194.0,324911.0,5724.0,0.0,2.0,2313.0,163.5,0.5,633.5,3138.1,25.6,0.0,26.97,27.75,23.01,28.09,10.02,20.12,11.42,0.01224121
2012,OKLAHOMA,OKLAHOMA 2012,420055,1352,2324,3752,0,192128,258,32003,138573,10236,0.0,42.0,77827.0,5682.0,5.0,50645.0,290215.0,4783.0,0.0,1.1,2168.3,114.4,0.2,544.5,2852.2,23.8,0.0,26.88,27.86,20.13,29.46,10.75,20.96,12.71,0.011519837
2013,OKLAHOMA,OKLAHOMA 2013,424035,1690,1894,3752,63,194520,243,33445,147054,10058,0.0,37.0,79158.0,7474.0,6.0,68448.0,322711.0,6242.0,0.0,1.0,2244.4,148.5,0.2,641.9,3066.4,30.4,0.0,27.89,28.35,19.87,30.11,9.38,19.46,12.45,0.012068355
2014,OKLAHOMA,OKLAHOMA 2014,416978,1480,1832,3752,35,209714,374,35111,159635,9829,0.0,21.0,79674.0,7460.0,9.0,71692.0,325274.0,6317.0,0.0,0.6,2343.2,191.0,0.3,697.4,3262.4,30.0,0.0,26.95,29.41,25.6,32.41,9.73,20.22,12.14,0.012194707
2015,OKLAHOMA,OKLAHOMA 2015,416828,1142,1919,3752,39,205274,618,32368,172319,8722,0.0,6.0,77165.0,6949.0,3.0,62142.0,293942.0,3961.0,0.0,0.1,2293.6,117.9,0.0,608.2,3032.9,13.0,0.0,17.65,29.72,16.97,16.73,9.79,20.52,8.37,0.011856257
2016,OKLAHOMA,OKLAHOMA 2016,410358,1173,2131,3752,0,195394,587,32056,175810,8648,0.0,24.0,77759.0,6414.0,3.0,53010.0,283354.0,3035.0,0.0,0.4,2323.6,98.0,0.0,534.6,2965.0,8.5,0.0,15.27,29.88,15.28,13.34,10.08,21.42,7.15,0.012074322
2017,OKLAHOMA,OKLAHOMA 2017,417094,1310,1850,3752,23,196586,1649,31144,176450,9172,0.0,9.0,74510.0,6989.0,8.0,53248.0,273807.0,2589.0,0.0,0.2,2317.0,132.4,0.1,582.2,3039.9,8.1,0.0,17.4,31.1,18.94,16.68,10.93,22.39,8.0,0.012280293
2018,OKLAHOMA,OKLAHOMA 2018,411958,1560,2057,3752,0,193588,607,30246,181837,9242,0.0,12.0,82287.0,7907.0,2.0,69555.0,307227.0,4187.0,0.0,0.2,2484.0,154.4,0.0,622.9,3276.1,14.5,0.0,18.97,30.19,19.53,25.7,8.96,20.3,8.85,0.012876014
2019,OKLAHOMA,OKLAHOMA 2019,401526,1468,1998,3752,6,187850,752,28518,185713,9410,0.0,16.0,81226.0,8375.0,2.0,70037.0,298943.0,4325.0,0.0,0.3,2429.7,145.5,0.1,638.2,3228.1,14.4,0.0,18.27,29.91,17.37,22.5,9.11,20.01,8.51,0.013382209
2006,OREGON,OREGON 2006,410161,2095,487,5150,45,78435,19180,8040,213545,94328,0.0,3767.0,64751.0,2017.0,292.0,42512.0,253964.0,8785.0,0.0,65.7,1418.8,47.7,6.0,596.4,2173.8,39.2,0.0,17.45,21.91,23.65,20.63,14.03,18.57,10.6,0.008391123
2007,OREGON,OREGON 2007,399112,2271,314,5150,45,78435,19180,8040,213545,94328,0.0,3227.0,66106.0,1940.0,44.0,44289.0,251259.0,9710.0,0.0,58.6,1585.9,50.4,1.0,628.2,2371.8,47.9,0.0,18.15,23.99,25.96,22.62,14.18,19.82,11.71,0.010077105
2008,OREGON,OREGON 2008,399112,2099,364,5150,45,78435,19180,8040,213545,94328,0.0,3847.0,67932.0,2473.0,60.0,46175.0,258375.0,10866.0,0.0,85.5,1690.8,75.0,1.7,625.8,2544.8,66.0,0.0,22.24,24.89,30.34,28.04,13.55,20.35,14.42,0.007627506
2009,OREGON,OREGON 2009,393668,2235,431,5150,45,78435,19180,8040,213545,94328,0.0,3150.0,67572.0,2976.0,344.0,45964.0,260038.0,15912.0,0.0,48.8,1718.7,76.5,8.0,650.8,2575.4,72.6,0.0,15.5,25.43,25.71,23.4,14.16,20.33,10.83,0.007501688
2010,OREGON,OREGON 2010,438961,2162,288,5150,227,93471,15891,5652,252545,25069,0.0,2475.0,64278.0,2392.0,340.0,41143.0,245690.0,17066.0,0.0,50.0,1671.7,61.5,8.5,509.9,2393.4,91.8,0.0,20.19,26.01,25.7,25.1,12.39,20.32,12.78,0.00714567
2011,OREGON,OREGON 2011,471988,2164,284,5150,227,93471,15891,5652,252545,25069,0.0,2335.0,66292.0,2425.0,355.0,47640.0,263871.0,16553.0,0.0,62.0,1852.6,74.4,10.7,548.1,2654.9,107.1,0.0,26.58,27.95,30.68,30.13,11.5,21.07,15.36,0.007024287
2012,OREGON,OREGON 2012,471988,1981,345,5150,67,91471,11910,6178,252654,25948,0.0,2125.0,64332.0,1843.0,175.0,44304.0,245448.0,13832.0,0.0,59.1,1848.7,51.8,5.5,486.2,2551.0,99.6,0.0,27.82,28.74,28.1,31.57,10.97,21.51,17.11,0.006638954
2013,OREGON,OREGON 2013,476570,2128,465,5150,188,103098,12637,7025,279742,31559,0.0,2047.0,65949.0,2292.0,134.0,46657.0,256170.0,18049.0,0.0,56.3,1913.1,63.8,4.2,501.4,2666.1,127.3,0.0,27.5,29.01,27.81,31.2,10.75,21.38,16.76,0.007119664
2014,OREGON,OREGON 2014,458035,1728,497,5150,53,114217,13401,7420,297552,33878,0.0,1686.0,63523.0,2570.0,155.0,42358.0,245659.0,18266.0,0.0,45.3,1948.7,84.4,4.8,482.7,2691.6,125.6,0.0,26.88,30.68,32.84,31.05,11.4,22.81,16.34,0.007808902
2015,OREGON,OREGON 2015,442307,1981,514,5150,37,114354,13027,7458,300440,35422,0.0,1692.0,62334.0,1929.0,125.0,39040.0,231716.0,20627.0,0.0,31.9,1948.3,47.4,2.0,463.0,2590.4,97.8,0.0,18.85,31.26,24.58,16.01,11.86,22.76,11.26,0.008852886
2016,OREGON,OREGON 2016,423031,2095,395,5150,41,108931,10994,7196,290411,34103,0.0,1771.0,63372.0,1881.0,240.0,42202.0,240102.0,20896.0,0.0,27.8,1980.6,44.1,3.1,459.7,2599.9,84.6,0.0,15.71,31.25,23.44,12.76,10.89,21.98,9.62,0.008599293
2017,OREGON,OREGON 2017,423372,2069,518,5150,60,101821,42587,7127,282576,32142,0.0,1958.0,68465.0,2217.0,145.0,51190.0,263931.0,22238.0,0.0,35.1,2138.5,60.7,2.3,506.6,2844.0,100.8,0.0,17.94,31.24,27.37,15.96,9.9,21.33,10.76,0.008174186
2018,OREGON,OREGON 2018,419196,2030,404,5150,75,99524,9273,7243,277859,30818,0.0,1488.0,64591.0,2854.0,119.0,45524.0,247297.0,24165.0,0.0,31.1,2079.2,81.2,2.8,454.0,2769.4,121.1,0.0,20.92,32.19,28.46,23.06,9.97,22.2,11.9,0.008217307
